gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,tenure_months,fatigue_resource_ratio,is_senior,high_workload,burnout_target
0,1,0,2,4.0,5.8,34.55978975032851,1.16,0,0,0
0,1,0,2,3.0,5.9,33.73850197109067,1.475,0,0,0
1,1,1,3,5.0,6.2,35.709592641261494,1.0333333333333334,1,0,0
1,1,1,1,3.0,6.4,34.82260183968462,1.6,0,0,0
1,0,0,4,7.0,7.0,28.679369250985545,0.875,1,1,1
0,0,0,0,2.0,5.9,30.420499342969777,1.9666666666666668,0,0,0
0,1,1,3,6.0,7.5,29.566360052562416,1.0714285714285714,1,1,0
0,0,1,0,1.0,3.4,27.792378449408673,1.7,0,0,0
1,0,1,3,4.0,5.5,32.52299605781866,1.1,1,0,0
1,0,0,4,8.0,7.6,25.919842312746386,0.8444444444444444,1,1,1
0,0,0,2,5.0,7.2,34.00131406044678,1.2,0,0,1
0,0,1,2,4.0,7.5,25.492772667542706,1.5,0,0,0
1,1,1,2,5.0,4.7,33.18002628120893,0.7833333333333333,0,0,0
0,0,0,1,3.0,6.1,26.576872536136662,1.525,0,0,0
0,0,1,1,4.0,6.6,30.387647831800262,1.3199999999999998,0,0,0
0,0,0,3,7.0,7.8,27.365308804204993,0.975,1,1,1
0,0,0,4,8.0,7.7,34.72404730617608,0.8555555555555556,1,1,1
0,0,0,4,9.0,8.4,35.4796320630749,0.8400000000000001,1,1,1
1,0,1,1,1.0,0.0,34.16557161629435,0.0,0,0,0
0,0,0,2,4.0,6.1,27.003942181340342,1.22,0,0,1
0,0,0,1,2.0,5.2,34.62549277266754,1.7333333333333334,0,0,0
1,0,0,1,3.0,2.2,28.54796320630749,0.55,0,0,0
0,0,0,2,5.0,7.6,28.088042049934295,1.2666666666666666,0,0,1
1,1,1,2,4.0,6.7,31.865965834428383,1.34,0,0,0
0,1,0,2,5.0,7.5,32.55584756898817,1.25,0,0,1
1,0,1,2,5.0,5.9,34.88830486202365,0.9833333333333334,0,0,0
1,1,1,1,4.0,5.5,29.7634691195795,1.1,0,0,0
1,0,1,4,8.0,5.9,24.540078843626805,0.6555555555555556,1,1,1
1,0,0,1,1.0,2.5,25.131406044678055,1.25,0,0,0
1,0,1,3,6.0,6.3,25.492772667542706,0.9,1,1,0
1,1,0,2,3.0,3.4,34.36268068331143,0.85,0,0,0
1,0,1,2,4.0,4.9,25.657030223390276,0.9800000000000001,0,0,0
0,1,0,2,5.0,8.5,33.14717477003942,1.4166666666666667,0,0,1
0,1,0,1,5.0,6.5,35.4796320630749,1.0833333333333333,0,0,1
1,0,1,4,9.0,7.6,33.93561103810775,0.76,1,1,1
0,1,1,3,4.0,5.5,28.416557161629434,1.1,1,0,0
1,0,0,3,4.0,5.1,29.33639947437582,1.02,1,0,0
0,0,0,1,3.0,5.5,24.113009198423125,1.375,0,0,0
0,0,1,3,8.0,9.2,28.876478318002626,1.0222222222222221,1,1,1
1,0,0,2,5.0,6.7,25.131406044678055,1.1166666666666667,0,0,1
0,0,1,2,3.0,4.3,30.256241787122207,1.075,0,0,0
0,0,0,2,4.0,5.9,27.43101182654402,1.1800000000000002,0,0,1
0,1,0,3,7.0,7.3,27.102496714848883,0.9125,1,1,1
0,0,0,2,5.0,6.7,28.613666228646515,1.1166666666666667,0,0,1
0,1,0,4,8.0,8.7,35.74244415243101,0.9666666666666666,1,1,1
0,0,1,3,4.0,5.6,28.055190538764784,1.1199999999999999,1,0,0
0,0,1,4,7.0,8.4,31.077529566360052,1.05,1,1,1
0,1,0,4,6.0,6.9,35.57818659658344,0.9857142857142858,1,1,1
0,0,0,3,6.0,6.1,25.065703022339026,0.8714285714285713,1,1,1
1,0,0,2,3.0,5.9,31.701708278580814,1.475,0,0,0
0,0,1,3,6.0,6.3,26.281208935611037,0.9,1,1,0
0,1,1,2,4.0,6.9,31.044678055190538,1.3800000000000001,0,0,0
0,0,1,2,4.0,5.7,33.37713534822602,1.1400000000000001,0,0,0
0,1,1,3,6.0,6.4,29.07358738501971,0.9142857142857144,1,1,1
0,0,1,1,1.0,0.6,26.675427069645202,0.3,0,0,0
1,1,1,2,3.0,5.9,25.985545335085412,1.475,0,0,0
0,0,0,0,2.0,4.3,35.84099868593955,1.4333333333333333,0,0,0
1,0,1,2,3.0,5.9,35.74244415243101,1.475,0,0,0
0,0,0,1,4.0,5.0,34.69119579500657,1.0,0,0,0
0,0,0,5,9.0,8.9,31.537450722733244,0.89,1,1,1
1,0,0,2,4.0,7.0,26.248357424441522,1.4,0,0,0
0,0,0,3,6.0,7.2,29.040735873850196,1.0285714285714287,1,1,1
0,0,0,5,4.0,7.3,25.45992115637319,1.46,1,0,1
1,0,1,3,5.0,5.0,30.157687253613666,0.8333333333333334,1,0,0
0,1,1,2,3.0,5.9,28.74507227332457,1.475,0,0,0
0,0,1,0,1.0,1.9,34.59264126149803,0.95,0,0,0
0,0,0,0,1.0,2.1,26.708278580814717,1.05,0,0,0
0,1,0,3,5.0,5.4,32.03022339027595,0.9,1,0,0
0,1,0,4,7.0,7.8,32.45729303547963,0.975,1,1,1
0,0,1,3,6.0,4.7,32.06307490144547,0.6714285714285715,1,1,0
1,0,0,1,3.0,6.4,34.03416557161629,1.6,0,0,0
1,1,1,4,8.0,8.2,32.6215505913272,0.911111111111111,1,1,1
1,0,1,0,1.0,4.6,26.544021024967147,2.3,0,0,0
0,0,0,1,3.0,6.0,29.69776609724047,1.5,0,0,1
1,1,0,2,5.0,7.3,32.55584756898817,1.2166666666666666,0,0,1
1,0,0,2,5.0,7.0,29.07358738501971,1.1666666666666667,0,0,1
0,0,1,0,1.0,1.3,34.72404730617608,0.65,0,0,0
1,0,1,1,1.0,3.5,29.59921156373193,1.75,0,0,0
0,0,0,0,1.0,5.9,35.74244415243101,2.95,0,0,0
0,1,1,3,8.0,8.8,30.091984231274637,0.9777777777777779,1,1,1
0,0,0,3,7.0,6.8,34.46123521681997,0.85,1,1,1
1,0,0,2,6.0,6.5,27.003942181340342,0.9285714285714286,0,1,1
1,1,1,1,3.0,5.6,32.65440210249671,1.4,0,0,0
0,0,0,2,4.0,4.8,33.18002628120893,0.96,0,0,0
1,0,0,4,9.0,5.9,34.88830486202365,0.5900000000000001,1,1,1
1,0,1,3,6.0,6.8,24.277266754270695,0.9714285714285714,1,1,1
1,0,0,3,6.0,7.2,33.73850197109067,1.0285714285714287,1,1,0
0,0,0,3,7.0,5.7,27.8580814717477,0.7125,1,1,1
1,1,0,4,8.0,6.2,24.67148488830486,0.6888888888888889,1,1,1
1,0,1,2,3.0,1.2,31.6688567674113,0.3,0,0,0
1,0,0,2,5.0,7.5,32.29303547963206,1.25,0,0,1
1,0,0,4,7.0,8.6,34.88830486202365,1.075,1,1,1
1,1,0,4,7.0,7.5,27.069645203679368,0.9375,1,1,1
1,1,1,3,5.0,6.8,25.45992115637319,1.1333333333333333,1,0,0
0,1,1,2,4.0,5.1,35.67674113009198,1.02,0,0,0
1,0,0,1,1.0,4.4,33.90275952693824,2.2,0,0,0
0,0,0,2,4.0,7.8,25.88699080157687,1.56,0,0,1
1,0,0,3,6.0,7.5,27.398160315374508,1.0714285714285714,1,1,1
0,0,0,2,6.0,7.7,33.3442838370565,1.1,0,1,1
1,1,1,1,2.0,4.4,32.65440210249671,1.4666666666666668,0,0,0
1,0,1,1,3.0,6.6,27.036793692509853,1.65,0,0,0
0,1,1,3,5.0,6.3,26.149802890932982,1.05,1,0,1
0,0,0,5,9.0,9.8,24.802890932982915,0.9800000000000001,1,1,1
0,0,0,4,7.0,7.3,25.26281208935611,0.9125,1,1,1
0,1,0,3,7.0,7.0,29.369250985545335,0.875,1,1,1
1,1,1,3,4.0,5.0,34.59264126149803,1.0,1,0,0
1,0,1,2,5.0,5.3,25.36136662286465,0.8833333333333333,0,0,0
0,1,0,4,8.0,7.7,26.084099868593952,0.8555555555555556,1,1,1
0,1,1,2,5.0,6.7,27.628120893561103,1.1166666666666667,0,0,1
0,0,0,4,7.0,7.9,25.919842312746386,0.9875,1,1,0
1,0,0,2,3.0,2.2,28.350854139290405,0.55,0,0,0
0,1,0,3,7.0,6.3,27.069645203679368,0.7875,1,1,0
0,0,1,2,5.0,6.8,24.31011826544021,1.1333333333333333,0,0,0
1,1,1,2,2.0,4.8,25.19710906701708,1.5999999999999999,0,0,0
1,0,1,3,7.0,7.4,34.2969776609724,0.925,1,1,1
1,1,1,1,2.0,5.9,31.438896189224703,1.9666666666666668,0,0,0
0,0,0,1,3.0,6.0,33.5742444152431,1.5,0,0,0
1,1,1,1,4.0,5.6,26.938239159001313,1.1199999999999999,0,0,0
0,1,1,2,5.0,6.3,28.350854139290405,1.05,0,0,0
1,1,0,4,7.0,6.8,25.7227332457293,0.85,1,1,1
1,0,0,1,3.0,5.9,28.318002628120894,1.475,0,0,0
1,0,0,1,2.0,3.6,31.83311432325887,1.2,0,0,0
0,0,0,4,9.0,5.9,34.78975032851511,0.5900000000000001,1,1,1
0,0,1,0,1.0,2.2,27.463863337713533,1.1,0,0,0
1,0,0,2,5.0,5.9,24.93429697766097,0.9833333333333334,0,0,1
1,1,0,1,3.0,5.9,27.95663600525624,1.475,0,0,0
0,1,0,3,7.0,9.1,30.02628120893561,1.1375,1,1,1
0,0,1,1,3.0,5.9,33.3442838370565,1.475,0,0,0
1,1,0,3,5.0,4.0,27.365308804204993,0.6666666666666666,1,0,0
1,0,1,3,7.0,8.1,33.24572930354796,1.0125,1,1,1
1,1,1,3,4.0,5.3,28.54796320630749,1.06,1,0,0
1,1,0,3,6.0,6.8,35.64388961892247,0.9714285714285714,1,1,1
0,0,0,3,6.0,7.8,25.591327201051246,1.1142857142857143,1,1,1
0,0,0,3,4.0,5.2,30.256241787122207,1.04,1,0,0
1,0,1,3,4.0,5.4,26.576872536136662,1.08,1,0,0
1,0,0,2,4.0,5.1,27.792378449408673,1.02,0,0,0
0,1,0,3,7.0,5.8,28.318002628120894,0.725,1,1,0
1,1,1,2,4.0,4.8,24.967148488830485,0.96,0,0,0
1,0,0,1,4.0,5.9,35.873850197109064,1.1800000000000002,0,0,0
1,1,1,2,5.0,5.2,30.946123521681997,0.8666666666666667,0,0,0
1,0,0,4,7.0,7.9,28.71222076215506,0.9875,1,1,1
1,1,0,2,4.0,5.2,25.52562417871222,1.04,0,0,0
0,1,0,3,6.0,8.6,31.143232588699078,1.2285714285714284,1,1,0
0,1,1,3,5.0,6.2,27.660972404730618,1.0333333333333334,1,0,0
1,1,0,4,8.0,5.9,35.74244415243101,0.6555555555555556,1,1,1
0,0,0,0,1.0,3.4,26.773981603153743,1.7,0,0,0
1,1,1,1,1.0,5.9,24.0473061760841,2.95,0,0,0
1,0,1,0,1.0,4.5,25.0,2.25,0,0,0
1,0,0,2,5.0,5.9,24.605781865965834,0.9833333333333334,0,0,0
1,0,0,1,3.0,5.8,30.519053876478317,1.45,0,0,0
0,0,1,3,8.0,5.9,30.387647831800262,0.6555555555555556,1,1,1
0,1,1,3,4.0,4.7,32.19448094612352,0.9400000000000001,1,0,0
0,0,0,3,6.0,7.9,33.37713534822602,1.1285714285714286,1,1,1
0,0,0,2,5.0,5.9,24.73718791064389,0.9833333333333334,0,0,1
0,0,1,1,3.0,5.2,30.946123521681997,1.3,0,0,0
0,0,1,2,4.0,7.3,30.420499342969777,1.46,0,0,1
0,0,0,1,3.0,5.6,33.14717477003942,1.4,0,0,0
1,1,1,1,1.0,4.0,25.0,2.0,0,0,0
1,1,1,2,4.0,3.8,25.09855453350854,0.76,0,0,0
0,0,0,3,7.0,6.6,34.72404730617608,0.825,1,1,1
1,0,0,1,4.0,5.2,30.28909329829172,1.04,0,0,0
1,1,1,0,2.0,3.9,30.223390275952692,1.3,0,0,0
1,0,0,4,4.0,9.0,34.69119579500657,1.8,1,0,0
0,1,0,2,4.0,6.5,30.354796320630747,1.3,0,0,1
1,0,1,1,4.0,4.1,33.47568988173456,0.82,0,0,0
0,1,1,2,5.0,8.0,35.446780551905384,1.3333333333333333,0,0,1
1,0,1,2,4.0,5.9,29.369250985545335,1.1800000000000002,0,0,0
1,0,1,1,4.0,5.3,29.59921156373193,1.06,0,0,0
1,0,1,1,4.0,5.9,33.11432325886991,1.1800000000000002,0,0,0
1,1,1,1,4.0,5.3,28.843626806833115,1.06,0,0,0
1,0,1,1,2.0,5.9,32.88436268068331,1.9666666666666668,0,0,0
1,1,1,3,7.0,7.0,33.54139290407359,0.875,1,1,1
0,0,0,2,4.0,5.5,34.59264126149803,1.1,0,0,0
1,0,0,1,2.0,5.7,32.12877792378449,1.9000000000000001,0,0,0
1,0,1,2,3.0,2.8,29.27069645203679,0.7,0,0,0
0,0,0,3,7.0,7.9,32.95006570302234,0.9875,1,1,1
1,0,1,2,4.0,3.8,33.31143232588699,0.76,0,0,0
0,0,0,2,5.0,5.7,33.90275952693824,0.9500000000000001,0,0,0
0,0,1,4,7.0,6.5,34.78975032851511,0.8125,1,1,1
1,0,1,1,1.0,2.1,30.847568988173453,1.05,0,0,0
0,0,0,3,5.0,5.7,31.57030223390276,0.9500000000000001,1,0,0
1,0,0,4,9.0,7.4,29.7634691195795,0.74,1,1,1
1,1,1,1,4.0,5.7,30.157687253613666,1.1400000000000001,0,0,0
1,0,1,1,2.0,5.9,26.182654402102497,1.9666666666666668,0,0,0
0,0,0,3,7.0,9.4,24.24441524310118,1.175,1,1,1
1,0,1,5,9.0,8.8,26.379763469119577,0.8800000000000001,1,1,1
1,1,0,1,3.0,2.3,35.90670170827858,0.575,0,0,0
1,1,1,1,4.0,6.1,32.8515111695138,1.22,0,0,0
1,0,1,0,1.0,0.6,29.894875164257556,0.3,0,0,0
1,1,1,3,5.0,6.7,35.08541392904073,1.1166666666666667,1,0,1
0,0,0,2,5.0,7.6,34.85545335085414,1.2666666666666666,0,0,1
1,0,1,4,8.0,7.0,24.605781865965834,0.7777777777777778,1,1,1
1,0,1,2,3.0,4.8,33.27858081471748,1.2,0,0,0
1,0,1,1,1.0,4.1,28.54796320630749,2.05,0,0,0
0,1,1,1,4.0,4.5,26.379763469119577,0.9,0,0,0
1,0,0,1,4.0,5.9,26.084099868593952,1.1800000000000002,0,0,0
0,0,0,2,6.0,6.9,26.116951379763467,0.9857142857142858,0,1,1
0,1,1,1,2.0,4.1,32.8515111695138,1.3666666666666665,0,0,0
0,0,0,2,6.0,6.8,35.84099868593955,0.9714285714285714,0,1,1
0,1,1,2,5.0,5.1,25.88699080157687,0.85,0,0,0
0,1,0,2,3.0,4.0,29.303547963206306,1.0,0,0,0
0,0,1,1,3.0,6.3,27.003942181340342,1.575,0,0,0
1,1,1,1,3.0,4.1,32.58869908015769,1.025,0,0,0
1,0,1,2,5.0,5.6,25.62417871222076,0.9333333333333332,0,0,0
1,1,0,2,5.0,5.8,32.3915900131406,0.9666666666666667,0,0,0
1,0,1,3,5.0,5.9,35.57818659658344,0.9833333333333334,1,0,0
0,1,0,4,8.0,8.9,27.036793692509853,0.9888888888888889,1,1,1
1,0,1,2,3.0,3.3,33.50854139290407,0.825,0,0,0
0,0,0,2,3.0,5.0,26.938239159001313,1.25,0,0,0
0,0,0,0,1.0,3.7,34.36268068331143,1.85,0,0,0
1,0,1,2,4.0,6.8,30.486202365308802,1.3599999999999999,0,0,0
1,0,0,0,1.0,0.0,27.463863337713533,0.0,0,0,0
0,1,0,2,5.0,6.9,28.515111695137975,1.1500000000000001,0,0,1
1,1,0,2,4.0,8.1,25.131406044678055,1.6199999999999999,0,0,1
0,0,0,4,7.0,7.5,30.486202365308802,0.9375,1,1,1
1,0,1,0,1.0,1.9,29.632063074901446,0.95,0,0,0
0,0,0,3,4.0,6.1,30.091984231274637,1.22,1,0,1
0,1,1,3,6.0,5.9,28.679369250985545,0.8428571428571429,1,1,1
0,0,1,2,4.0,3.9,35.446780551905384,0.78,0,0,0
1,1,0,3,5.0,6.1,27.660972404730618,1.0166666666666666,1,0,1
1,0,1,4,6.0,5.9,32.26018396846255,0.8428571428571429,1,1,0
1,0,1,1,3.0,5.4,24.73718791064389,1.35,0,0,0
1,0,0,3,4.0,4.0,29.894875164257556,0.8,1,0,0
0,1,0,3,8.0,8.9,30.387647831800262,0.9888888888888889,1,1,1
1,0,1,2,3.0,5.9,27.299605781865964,1.475,0,0,0
0,0,1,1,3.0,5.5,25.78843626806833,1.375,0,0,0
0,0,0,2,5.0,6.9,33.73850197109067,1.1500000000000001,0,0,1
1,1,1,1,2.0,3.3,35.74244415243101,1.0999999999999999,0,0,0
1,0,1,3,7.0,8.5,34.98685939553219,1.0625,1,1,1
1,1,1,2,4.0,5.9,34.62549277266754,1.1800000000000002,0,0,0
1,1,1,1,3.0,6.2,34.82260183968462,1.55,0,0,0
0,1,1,3,6.0,6.4,35.51248357424441,0.9142857142857144,1,1,1
1,0,1,2,5.0,6.4,32.72010512483574,1.0666666666666667,0,0,1
1,0,1,4,7.0,7.4,30.781865965834427,0.925,1,1,1
0,0,1,3,7.0,6.1,27.890932982917214,0.7625,1,1,1
0,0,0,2,5.0,7.6,32.88436268068331,1.2666666666666666,0,0,1
0,1,0,3,6.0,7.0,27.266754270696453,1.0,1,1,0
0,0,1,3,7.0,7.4,35.972404730617605,0.925,1,1,1
0,0,0,3,4.0,4.7,28.97503285151117,0.9400000000000001,1,0,0
0,1,0,4,7.0,9.0,26.018396846254927,1.125,1,1,1
1,0,1,4,7.0,7.7,33.63994743758213,0.9625,1,1,0
1,0,1,1,3.0,3.5,32.16162943495401,0.875,0,0,0
1,0,0,2,5.0,7.8,32.3915900131406,1.3,0,0,1
1,1,1,0,1.0,0.0,34.03416557161629,0.0,0,0,0
0,0,0,2,4.0,7.3,27.75952693823916,1.46,0,0,1
0,0,1,2,3.0,4.1,28.613666228646515,1.025,0,0,0
1,0,0,0,1.0,3.0,30.321944809461232,1.5,0,0,0
0,1,0,2,4.0,4.3,25.229960578186596,0.86,0,0,0
0,1,0,2,4.0,6.2,24.441524310118265,1.24,0,0,1
1,0,1,2,5.0,5.8,30.321944809461232,0.9666666666666667,0,0,1
0,0,0,3,5.0,7.3,30.12483574244415,1.2166666666666666,1,0,1
1,0,1,3,7.0,8.4,35.019710906701704,1.05,1,1,1
1,0,1,0,4.0,5.9,27.95663600525624,1.1800000000000002,0,0,0
0,0,0,1,3.0,5.9,33.27858081471748,1.475,0,0,0
0,0,0,2,3.0,5.7,29.23784494086728,1.425,0,0,0
1,0,1,1,3.0,3.3,34.49408672798948,0.825,0,0,0
1,0,1,3,5.0,6.2,29.07358738501971,1.0333333333333334,1,0,0
0,1,0,1,1.0,5.3,32.58869908015769,2.65,0,0,0
0,0,0,1,3.0,5.8,25.427069645203677,1.45,0,0,0
1,1,1,2,5.0,7.0,25.45992115637319,1.1666666666666667,0,0,1
1,0,1,2,5.0,5.2,29.69776609724047,0.8666666666666667,0,0,0
0,0,1,3,6.0,8.5,35.15111695137976,1.2142857142857142,1,1,1
1,1,0,3,6.0,5.8,28.02233902759527,0.8285714285714285,1,1,1
1,0,1,1,1.0,3.4,32.03022339027595,1.7,0,0,0
0,1,1,4,9.0,8.5,30.420499342969777,0.85,1,1,1
0,0,1,1,3.0,2.8,27.135348226018397,0.7,0,0,0
0,0,1,3,7.0,7.9,24.50722733245729,0.9875,1,1,1
0,0,1,1,2.0,4.1,24.967148488830485,1.3666666666666665,0,0,0
1,0,1,3,4.0,4.5,27.562417871222074,0.9,1,0,0
1,0,0,2,3.0,4.0,24.83574244415243,1.0,0,0,0
1,0,1,1,2.0,5.9,32.88436268068331,1.9666666666666668,0,0,0
1,0,1,2,4.0,5.9,28.28515111695138,1.1800000000000002,0,0,0
1,1,0,2,3.0,3.5,33.31143232588699,0.875,0,0,0
0,1,1,3,7.0,8.9,31.143232588699078,1.1125,1,1,1
0,0,0,1,4.0,3.0,35.939553219448094,0.6,0,0,0
0,0,1,2,4.0,5.1,32.68725361366623,1.02,0,0,0
0,0,0,3,7.0,6.2,26.609724047306177,0.775,1,1,1
0,0,0,2,5.0,8.0,34.92115637319316,1.3333333333333333,0,0,1
0,0,0,3,7.0,6.1,31.208935611038108,0.7625,1,1,1
1,0,1,2,4.0,6.5,33.08147174770039,1.3,0,0,0
1,0,1,2,4.0,5.9,33.93561103810775,1.1800000000000002,0,0,0
0,0,1,2,3.0,6.2,25.689881734559787,1.55,0,0,0
0,1,0,2,5.0,5.9,32.91721419185282,0.9833333333333334,0,0,1
1,0,1,1,2.0,6.1,29.33639947437582,2.033333333333333,0,0,0
0,0,0,2,5.0,6.3,26.445466491458607,1.05,0,0,0
0,0,0,5,4.0,7.9,35.282522996057814,1.58,1,0,1
0,0,1,2,5.0,7.3,32.75295663600526,1.2166666666666666,0,0,0
0,0,0,3,6.0,6.0,24.802890932982915,0.8571428571428571,1,1,1
1,0,0,2,4.0,4.8,31.373193166885674,0.96,0,0,0
1,0,0,3,5.0,4.4,29.040735873850196,0.7333333333333334,1,0,0
0,0,1,3,4.0,6.4,35.709592641261494,1.28,1,0,0
1,1,0,2,5.0,7.3,29.59921156373193,1.2166666666666666,0,0,1
1,0,1,2,3.0,4.6,32.09592641261498,1.15,0,0,0
0,1,1,0,1.0,1.8,25.065703022339026,0.9,0,0,0
0,0,0,3,4.0,5.7,25.952693823915897,1.1400000000000001,1,0,0
0,0,1,1,2.0,0.9,34.39553219448094,0.3,0,0,0
1,0,1,2,3.0,5.9,35.57818659658344,1.475,0,0,0
0,1,1,2,4.0,5.5,33.96846254927726,1.1,0,0,0
1,1,1,3,6.0,5.6,32.49014454664914,0.7999999999999999,1,1,1
0,1,1,3,7.0,7.6,29.040735873850196,0.95,1,1,1
1,0,1,2,4.0,6.1,26.609724047306177,1.22,0,0,0
1,1,0,3,5.0,5.9,27.628120893561103,0.9833333333333334,1,0,0
0,0,0,1,2.0,0.7,30.617608409986858,0.2333333333333333,0,0,0
1,0,1,0,2.0,3.4,29.139290407358736,1.1333333333333333,0,0,0
0,1,1,4,7.0,7.4,35.41392904073587,0.925,1,1,1
0,0,0,3,4.0,5.3,30.617608409986858,1.06,1,0,0
1,0,0,5,8.0,8.9,29.59921156373193,0.9888888888888889,1,1,1
1,0,0,3,6.0,8.2,34.85545335085414,1.1714285714285713,1,1,1
0,1,1,2,5.0,4.8,35.21681997371879,0.7999999999999999,0,0,0
1,1,1,3,7.0,7.2,29.50065703022339,0.9,1,1,1
1,1,0,2,5.0,6.8,25.62417871222076,1.1333333333333333,0,0,1
0,0,1,3,4.0,5.8,27.628120893561103,1.16,1,0,0
0,0,0,2,4.0,6.1,28.97503285151117,1.22,0,0,1
1,0,0,3,5.0,8.0,34.55978975032851,1.3333333333333333,1,0,1
1,1,1,1,3.0,5.9,34.59264126149803,1.475,0,0,0
0,0,0,2,4.0,6.4,24.21156373193167,1.28,0,0,0
1,0,1,2,4.0,5.9,34.75689881734559,1.1800000000000002,0,0,1
1,1,1,1,4.0,5.3,29.467805519053876,1.06,0,0,0
0,1,0,3,7.0,7.9,31.044678055190538,0.9875,1,1,1
0,1,1,4,7.0,7.4,32.98291721419185,0.925,1,1,1
1,0,0,2,4.0,6.5,31.077529566360052,1.3,0,0,0
1,0,0,1,4.0,5.5,30.781865965834427,1.1,0,0,0
0,0,0,4,7.0,5.9,27.529566360052563,0.7375,1,1,1
1,0,0,2,5.0,7.3,26.675427069645202,1.2166666666666666,0,0,1
0,0,1,1,2.0,5.3,32.78580814717477,1.7666666666666666,0,0,0
0,0,0,2,3.0,4.4,29.467805519053876,1.1,0,0,0
1,1,0,2,3.0,4.4,30.97897503285151,1.1,0,0,0
0,0,0,2,4.0,5.8,25.755584756898816,1.16,0,0,1
0,0,1,3,4.0,3.2,32.58869908015769,0.64,1,0,0
0,1,1,2,3.0,3.1,28.44940867279895,0.775,0,0,0
0,0,0,4,7.0,7.3,31.57030223390276,0.9125,1,1,1
1,1,0,3,6.0,6.6,28.71222076215506,0.9428571428571428,1,1,1
0,0,0,4,7.0,5.9,27.8580814717477,0.7375,1,1,1
1,0,1,2,3.0,4.0,33.18002628120893,1.0,0,0,0
1,1,0,2,5.0,5.9,34.82260183968462,0.9833333333333334,0,0,0
0,0,0,1,4.0,6.7,28.97503285151117,1.34,0,0,1
1,0,0,1,3.0,5.3,24.73718791064389,1.325,0,0,0
0,0,0,3,5.0,7.7,27.233902759526938,1.2833333333333334,1,0,1
1,0,1,2,4.0,6.9,29.33639947437582,1.3800000000000001,0,0,0
0,0,1,1,2.0,5.9,30.059132720105122,1.9666666666666668,0,0,0
0,0,0,3,6.0,7.4,30.059132720105122,1.0571428571428572,1,1,1
0,1,0,1,2.0,6.8,25.78843626806833,2.2666666666666666,0,0,0
0,1,0,2,6.0,7.7,24.21156373193167,1.1,0,1,1
1,0,1,1,3.0,5.4,35.51248357424441,1.35,0,0,0
1,0,1,1,2.0,2.7,27.69382391590013,0.9,0,0,0
1,0,0,1,1.0,3.4,26.806833114323258,1.7,0,0,0
1,0,1,2,4.0,7.5,29.59921156373193,1.5,0,0,1
1,0,1,0,1.0,3.2,24.802890932982915,1.6,0,0,0
0,0,0,2,6.0,6.7,35.05256241787122,0.9571428571428572,0,1,1
1,0,0,2,6.0,8.3,27.463863337713533,1.1857142857142857,0,1,1
1,1,0,3,5.0,5.7,26.642575558475688,0.9500000000000001,1,0,0
0,1,0,2,5.0,7.8,28.153745072273324,1.3,0,0,1
0,0,1,4,4.0,6.2,28.679369250985545,1.24,1,0,0
1,0,0,5,10.0,10.0,30.059132720105122,0.9090909090909091,1,1,1
0,0,0,2,3.0,4.6,32.16162943495401,1.15,0,0,0
0,0,0,4,8.0,9.1,27.726675427069644,1.011111111111111,1,1,1
0,0,0,2,4.0,8.4,30.55190538764783,1.6800000000000002,0,0,1
1,1,1,3,6.0,5.8,28.8107752956636,0.8285714285714285,1,1,0
1,0,0,4,8.0,8.1,26.05124835742444,0.8999999999999999,1,1,1
1,0,0,1,2.0,4.2,29.040735873850196,1.4000000000000001,0,0,0
0,0,1,2,4.0,6.2,29.993429697766096,1.24,0,0,0
0,0,1,3,6.0,4.8,24.31011826544021,0.6857142857142857,1,1,0
0,1,1,1,4.0,2.5,28.055190538764784,0.5,0,0,0
0,0,0,2,5.0,5.3,30.97897503285151,0.8833333333333333,0,0,0
1,1,1,2,5.0,7.3,33.93561103810775,1.2166666666666666,0,0,0
1,0,0,1,4.0,6.1,28.18659658344284,1.22,0,0,0
1,1,1,3,4.0,4.2,26.839684625492772,0.8400000000000001,1,0,0
1,0,1,1,2.0,5.9,27.16819973718791,1.9666666666666668,0,0,0
0,1,1,1,2.0,5.5,29.5335085413929,1.8333333333333333,0,0,0
1,0,1,2,4.0,5.0,25.657030223390276,1.0,0,0,0
0,1,1,3,5.0,5.8,29.894875164257556,0.9666666666666667,1,0,0
1,0,0,3,5.0,5.0,31.865965834428383,0.8333333333333334,1,0,0
0,0,0,3,6.0,8.7,27.201051248357423,1.2428571428571427,1,1,1
1,0,1,1,3.0,3.7,25.755584756898816,0.925,0,0,0
1,0,1,3,6.0,5.6,32.75295663600526,0.7999999999999999,1,1,0
1,0,0,5,9.0,8.7,33.67279894875164,0.8699999999999999,1,1,1
1,0,1,3,7.0,9.2,25.45992115637319,1.15,1,1,1
0,0,1,4,8.0,8.8,31.011826544021023,0.9777777777777779,1,1,1
0,1,0,3,5.0,5.9,25.36136662286465,0.9833333333333334,1,0,1
0,0,0,4,8.0,7.1,24.178712220762154,0.7888888888888889,1,1,1
1,0,0,3,6.0,5.5,35.15111695137976,0.7857142857142857,1,1,1
0,1,0,2,4.0,5.3,27.792378449408673,1.06,0,0,0
0,0,0,3,5.0,7.4,26.905387647831798,1.2333333333333334,1,0,1
0,0,1,3,6.0,7.2,26.708278580814717,1.0285714285714287,1,1,1
